时间,事件,用户名,用户组,用户类型,认证方式,IP地址,终端MAC,接入点,接入点分组,接入网络, 虚拟局域网,角色,计算机名,终端类型,网卡厂商
="2019-01-14 16:04:19","接入","94-FE-22-06-D4-48","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","94-FE-22-06-D4-48","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-14 16:08:05","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:10:23","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 16:11:10","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:12:06","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:16:37","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:17:08","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:20:10","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:20:19","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.122","B4-8B-19-60-00-BD","BJAP01","Beijing","Brenntag-Guest","192","默认角色","WRicharkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 16:23:16","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:25:53","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-F0-52-6E-71-87","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","MEIZU Technology Co., Ltd."
="2019-01-14 16:26:17","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP03","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 16:27:36","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:30:04","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.126","90-F0-52-6E-71-87","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MEIZU-15-Plus","安卓移动终端","MEIZU Technology Co., Ltd."
="2019-01-14 16:30:40","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 16:30:50","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.122","B4-8B-19-60-00-BD","BJAP03","Beijing","Brenntag-Guest","192","默认角色","WRicharkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 16:31:49","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.126","90-F0-52-6E-71-87","BJAP03","Beijing","Brenntag-Guest","192","默认角色","MEIZU-15-Plus","安卓移动终端","MEIZU Technology Co., Ltd."
="2019-01-14 16:40:36","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.125","5C-09-47-30-AB-AE","BJAP01","Beijing","Brenntag-Guest","192","默认角色","yinantekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 16:45:44","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 16:47:29","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 16:51:48","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:02:56","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.101","38-37-8B-49-B8-63","BJAP03","Beijing","Brenntag-Guest","192","默认角色","HUAWEI_Mate_10_","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-14 17:03:02","接入","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","08-F4-AB-69-A2-58","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-14 17:04:25","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.98","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:06:34","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-37-8B-49-B8-63","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-14 17:07:00","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.101","38-37-8B-49-B8-63","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-14 17:07:09","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:07:16","接入","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","F4-31-C3-16-BE-D0","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:07:17","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.106","BC-9F-EF-D4-76-59","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:08:19","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","5C-09-47-30-AB-AE","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-14 17:08:21","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.127","D8-8F-76-9F-C6-1D","BJAP02","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:08:37","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.107","D0-03-4B-A8-F3-F5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-14 17:08:51","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.125","5C-09-47-30-AB-AE","BJAP01","Beijing","Brenntag-Guest","192","默认角色","yinantekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:08:53","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.125","5C-09-47-30-AB-AE","BJAP01","Beijing","Brenntag-Guest","192","默认角色","yinantekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:11:02","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP03","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:12:51","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.125","5C-09-47-30-AB-AE","BJAP03","Beijing","Brenntag-Guest","192","默认角色","yinantekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:13:44","接入","14-BD-61-D5-AC-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.100","14-BD-61-D5-AC-F5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:13:45","接入","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","20-AB-37-66-88-19","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:16:19","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:25:13","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.108","AC-29-3A-C4-F8-29","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-14 17:25:18","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.108","AC-29-3A-C4-F8-29","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-14 17:26:25","接入","B8-41-A4-F1-48-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.104","B8-41-A4-F1-48-A5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","CookietkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:29:47","接入","60-A3-7D-3F-DC-08","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.110","60-A3-7D-3F-DC-08","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-14 17:29:56","接入","60-A3-7D-3F-DC-08","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.110","60-A3-7D-3F-DC-08","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-14 17:30:35","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:36:31","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:41:24","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:43:15","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.130","38-53-9C-70-06-A5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","JennifekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:43:37","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.130","38-53-9C-70-06-A5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","JennifekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:43:52","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.130","38-53-9C-70-06-A5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","JennifekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:44:49","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:46:57","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:47:00","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.130","38-53-9C-70-06-A5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","JennifekiiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:47:07","接入","34-7C-25-D3-52-67","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","34-7C-25-D3-52-67","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-14 17:48:09","接入","48-43-7C-58-97-31","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.117","48-43-7C-58-97-31","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Lauras-iPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:48:16","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-70-06-A5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:48:16","接入","04-B1-67-67-04-E6","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.116","04-B1-67-67-04-E6","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MiNote3-xiaomis","安卓移动终端","Xiaomi Communications Co Ltd"
="2019-01-14 17:48:25","接入","48-43-7C-58-97-31","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-58-97-31","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 17:52:34","接入","7C-01-91-35-67-77","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.129","7C-01-91-35-67-77","BJAP02","Beijing","Brenntag-Guest","192","默认角色","guyingydeiPhone","苹果移动终端","Apple, Inc."
="2019-01-14 17:52:39","接入","38-53-9C-70-06-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.130","38-53-9C-70-06-A5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 18:06:36","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","90-F0-52-6E-71-87","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","MEIZU Technology Co., Ltd."
="2019-01-14 18:10:24","接入","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.126","90-F0-52-6E-71-87","BJAP02","Beijing","Brenntag-Guest","192","默认角色","MEIZU-15-Plus","安卓移动终端","MEIZU Technology Co., Ltd."
="2019-01-14 18:22:58","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","5C-09-47-30-AB-AE","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 18:23:26","接入","5C-09-47-30-AB-AE","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","5C-09-47-30-AB-AE","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 18:25:17","接入","B4-8B-19-60-00-BD","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B4-8B-19-60-00-BD","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-14 18:25:22","接入","88-11-96-69-FD-DB","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","88-11-96-69-FD-DB","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-14 18:36:18","接入","00-CD-FE-44-0B-F4","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-44-0B-F4","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-15 07:51:40","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 07:51:46","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.133","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-15 07:57:26","接入","14-BD-61-D5-AC-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","14-BD-61-D5-AC-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 07:58:05","接入","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","20-AB-37-66-88-19","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 07:58:13","接入","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.135","20-AB-37-66-88-19","BJAP01","Beijing","Brenntag-Guest","192","默认角色","chenxueeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-15 07:59:02","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.133","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:04:34","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","AC-29-3A-C4-F8-29","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:06:15","接入","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.136","AC-29-3A-C4-F8-29","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-15 08:07:31","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","BC-9F-EF-D4-76-59","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:07:31","接入","38-37-8B-49-B8-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-37-8B-49-B8-63","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-15 08:07:43","接入","34-23-87-3A-76-75","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","34-23-87-3A-76-75","BJAP03","Beijing","Brenntag-User","1","默认角色","-","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-15 08:07:48","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.137","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:08:02","接入","B8-41-A4-F1-48-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-41-A4-F1-48-A5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:08:39","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:09:42","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.137","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:09:47","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.137","BC-9F-EF-D4-76-59","BJAP02","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:10:33","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.140","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:12:55","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:12:57","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.133","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:13:06","接入","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.133","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:14:42","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-15 08:18:35","接入","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-15 08:20:49","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D0-03-4B-A8-F3-F5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:20:52","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D8-8F-76-9F-C6-1D","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:21:19","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.142","D8-8F-76-9F-C6-1D","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:21:28","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","BC-9F-EF-D4-76-59","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","其他","Apple, Inc."
="2019-01-15 08:21:39","接入","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-15 08:21:43","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.137","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:24:17","接入","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.137","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:27:47","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.142","D8-8F-76-9F-C6-1D","BJAP01","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
="2019-01-15 08:27:54","接入","D8-8F-76-9F-C6-1D","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.142","D8-8F-76-9F-C6-1D","BJAP02","Beijing","Brenntag-Guest","192","默认角色","xingboydeiPhone","苹果移动终端","Apple, Inc."
