时间,事件,用户名,用户组,用户类型,认证方式,IP地址,终端MAC,接入点,接入点分组,接入网络, 虚拟局域网,角色,计算机名,终端类型,网卡厂商
="2019-01-10 15:07:48","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.56","B8-41-A4-C0-A5-E3","BJAP02","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:07:58","退出","90-B9-31-1A-C2-65","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.61","90-B9-31-1A-C2-65","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:35","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:35","退出","B8-41-A4-F1-48-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.35","B8-41-A4-F1-48-A5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","CookietkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:35","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.40","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:35","退出","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.48","00-CD-FE-36-41-0B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-6","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:35","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.56","B8-41-A4-C0-A5-E3","BJAP03","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:42","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-41-A4-C0-A5-E3","BJAP02","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:08:48","退出","3C-6A-A7-72-CD-B5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.50","3C-6A-A7-72-CD-B5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","A4478","Windows PC","Intel Corporate"
="2019-01-10 15:09:37","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:09:52","退出","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.48","00-CD-FE-36-41-0B","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-6","苹果移动终端","Apple, Inc."
="2019-01-10 15:09:53","退出","90-2B-D2-E8-27-63","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.54","90-2B-D2-E8-27-63","BJAP03","Beijing","Brenntag-Guest","192","默认角色","HUAWEI_Mate_20-","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-10 15:09:53","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.42","A4-12-32-01-87-E1","BJAP03","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-10 15:09:54","退出","34-23-87-3A-76-75","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.108","34-23-87-3A-76-75","BJAP03","Beijing","Brenntag-User","1","默认角色","BACBJ1NBJQ","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-10 15:09:55","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:10:02","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:10:03","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP02","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:10:04","退出","94-65-9C-A2-1C-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.120","94-65-9C-A2-1C-A5","BJAP02","Beijing","Brenntag-User","1","默认角色","basgp1nb75","Windows PC","Intel Corporate"
="2019-01-10 15:10:11","退出","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","00-CD-FE-36-41-0B","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 15:11:25","退出","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.38","20-AB-37-66-88-19","BJAP01","Beijing","Brenntag-Guest","192","默认角色","chenxueeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:11:34","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:12:04","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 15:12:30","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:15:12","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:15:21","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:15:28","退出","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.38","20-AB-37-66-88-19","BJAP01","Beijing","Brenntag-Guest","192","默认角色","chenxueeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:15:40","退出","20-AB-37-66-88-19","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.38","20-AB-37-66-88-19","BJAP03","Beijing","Brenntag-Guest","192","默认角色","chenxueeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:15:52","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-01-10 15:16:09","退出","A4-12-32-01-87-E1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.42","A4-12-32-01-87-E1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","OPPO-A5","安卓移动终端","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD"
="2019-01-10 15:17:15","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Daniels-iphone","苹果移动终端","Apple, Inc."
="2019-01-10 15:17:49","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 15:18:04","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 15:19:57","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 15:20:01","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","D0-03-4B-A8-F3-F5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:22:56","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 15:24:02","退出","90-B9-31-1A-C2-65","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.61","90-B9-31-1A-C2-65","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:26:44","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.56","B8-41-A4-C0-A5-E3","BJAP01","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:28:56","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.40","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:30:49","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 15:31:27","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.56","B8-41-A4-C0-A5-E3","BJAP03","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:39:46","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:40:09","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 15:52:48","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 15:52:49","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:54:48","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.40","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:54:54","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 15:56:15","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:56:18","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.40","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:58:14","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP01","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 15:59:45","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","38-53-9C-F1-1D-3C","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 15:59:49","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:06:33","退出","B8-41-A4-F1-48-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.35","B8-41-A4-F1-48-A5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","CookietkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:09:46","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 16:10:07","退出","B8-41-A4-F1-48-A5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.35","B8-41-A4-F1-48-A5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","CookietkiiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:10:10","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:16:31","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 16:18:13","退出","38-53-9C-F1-1D-3C","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.40","38-53-9C-F1-1D-3C","BJAP01","Beijing","Brenntag-Guest","192","默认角色","shubeide-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:19:43","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:21:07","退出","00-CD-FE-44-0B-F4","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.44","00-CD-FE-44-0B-F4","BJAP03","Beijing","Brenntag-Guest","192","默认角色","Eds-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:25:36","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:25:51","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:26:16","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:27:30","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 16:27:34","退出","00-CD-FE-44-0B-F4","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.44","00-CD-FE-44-0B-F4","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Eds-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:28:31","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:31:33","退出","94-FE-22-06-D4-48","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.55","94-FE-22-06-D4-48","BJAP03","Beijing","Brenntag-Guest","192","默认角色","android-415eff2","安卓移动终端","HUAWEI TECHNOLOGIES CO.,LTD"
="2019-01-10 16:32:19","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:34:46","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:35:14","退出","BC-9F-EF-D4-76-59","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.39","BC-9F-EF-D4-76-59","BJAP03","Beijing","Brenntag-Guest","192","默认角色","liminghdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:39:26","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:39:47","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 16:41:52","退出","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.53","08-F4-AB-69-A2-58","BJAP02","Beijing","Brenntag-Guest","192","默认角色","DanielspleWatch","苹果移动终端","Apple, Inc."
="2019-01-10 16:43:49","退出","08-F4-AB-69-A2-58","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.53","08-F4-AB-69-A2-58","BJAP01","Beijing","Brenntag-Guest","192","默认角色","DanielspleWatch","苹果移动终端","Apple, Inc."
="2019-01-10 16:49:36","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:49:41","退出","3C-6A-A7-72-CD-B5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.50","3C-6A-A7-72-CD-B5","BJAP01","Beijing","Brenntag-Guest","192","默认角色","A4478","Windows PC","Intel Corporate"
="2019-01-10 16:49:46","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP01","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:50:01","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 16:52:38","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 16:54:38","退出","48-43-7C-61-7A-F1","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.34","48-43-7C-61-7A-F1","BJAP02","Beijing","Brenntag-Guest","192","默认角色","Z-Tonys-iPhone","苹果移动终端","Apple, Inc."
="2019-01-10 16:57:01","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 16:57:25","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 16:57:53","退出","90-F0-52-6E-71-87","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.52","90-F0-52-6E-71-87","BJAP01","Beijing","Brenntag-Guest","192","默认角色","MEIZU-15-Plus","安卓移动终端","MEIZU Technology Co., Ltd."
="2019-01-10 16:59:13","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 16:59:20","退出","F4-31-C3-16-BE-D0","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.60","F4-31-C3-16-BE-D0","BJAP03","Beijing","Brenntag-Guest","192","默认角色","iPhone-2","苹果移动终端","Apple, Inc."
="2019-01-10 16:59:21","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP01","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 16:59:30","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 17:00:07","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.51","B8-C1-11-08-32-BC","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 17:00:19","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-C1-11-08-32-BC","BJAP02","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 17:00:26","退出","B8-C1-11-08-32-BC","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","-","B8-C1-11-08-32-BC","BJAP03","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
="2019-01-10 17:03:42","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP03","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 17:03:44","退出","D0-03-4B-A8-F3-F5","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.59","D0-03-4B-A8-F3-F5","BJAP02","Beijing","Brenntag-Guest","192","默认角色","xingboyeiPhone2","苹果移动终端","Apple, Inc."
="2019-01-10 17:04:40","退出","AC-29-3A-C4-F8-29","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.58","AC-29-3A-C4-F8-29","BJAP02","Beijing","Brenntag-Guest","192","默认角色","iPhone-3","苹果移动终端","Apple, Inc."
="2019-01-10 17:05:05","退出","34-23-87-3A-76-75","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","10.8.92.108","34-23-87-3A-76-75","BJAP01","Beijing","Brenntag-User","1","默认角色","BACBJ1NBJQ","Windows PC","Hon Hai Precision Ind. Co.,Ltd."
="2019-01-10 17:07:19","退出","B8-41-A4-C0-A5-E3","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.56","B8-41-A4-C0-A5-E3","BJAP03","Beijing","Brenntag-Guest","192","默认角色","wurongrdeiPhone","苹果移动终端","Apple, Inc."
="2019-01-10 17:07:20","退出","00-CD-FE-36-41-0B","/PSK认证组/","本地用户","WPA-PSK/WPA2-PSK(个人)","192.168.0.48","00-CD-FE-36-41-0B","BJAP01","Beijing","Brenntag-Guest","192","默认角色","-","苹果移动终端","Apple, Inc."
